label,text,text_clean
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh cant remember mayb lor. so wat time r we meeting tmr?
ham,on hen night. Going with a swing,on hen night. going with a swing
ham,If i said anything wrong sorry de:-),if i said anything wrong sorry de:-)
ham,:) ,:)
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.
ham,I'm still pretty weak today .. Bad day ?,i'm still pretty weak today .. bad day ?
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,the world's most happiest frnds never have the same characters... dey just have the best understanding of their differences...
ham,ÌÏ v ma fan...,ìï v ma fan...
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,ur awarded a city break and could win a å£200 summer shopping spree every wk. txt store to 88039.skilgme.tscs087147403231winawk!age16+å£1.50perwksub
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl","yeah, we can probably swing by once my roommate finishes up with his girl"
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,yar lor actually we quite fast... cos da ge slow wat... haha...
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the! intha ponnungale ipaditan;)
ham,Thanks chikku..:-) gud nyt:-*,thanks chikku..:-) gud nyt:-*
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: <URL> stop? send stop frnd to 62468
ham,U sure u can't take any sick time?,u sure u can't take any sick time?
ham,Auntie huai juan never pick up her phone,auntie huai juan never pick up her phone
ham,Yay can't wait to party together!,yay can't wait to party together!
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND","a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend"
ham,We're finally ready fyi,we're finally ready fyi
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,i wish things were different. i wonder when i will be able to show you how much i value you. pls continue the brisk walks no drugs without askin me please and find things to laugh about. i love you dearly.
ham,I anything lor.,i anything lor.
ham,Still in the area of the restaurant. Ill try to come back soon,still in the area of the restaurant. ill try to come back soon
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),if u laugh really loud.. if u talk spontaneously.. if u dont care what others feel.. u are probably with your dear &amp; best friends.. goodevening dear..:)
ham,"Aight I'll grab something to eat too, text me when you're back at mu","aight i'll grab something to eat too, text me when you're back at mu"
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,here got ur favorite oyster... n got my favorite sashimi... ok lar i dun say already... wait ur stomach start rumbling...
ham,Fine i miss you very much.,fine i miss you very much.
ham,"Better than bb. If he wont use it, his wife will or them doctor","better than bb. if he wont use it, his wife will or them doctor"
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea","babe ! how goes that day ? what are you doing ? where are you ? i sip my cappuccino and think of you, my love ... i send a kiss to you from across the sea"
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh... wasted... den muz chiong on sat n sun liao...
ham,Ok. Me watching tv too.,ok. me watching tv too.
ham,Sac will score big hundred.he is set batsman:-),sac will score big hundred.he is set batsman:-)
ham,Apart from the one i told you about yesterday?,apart from the one i told you about yesterday?
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!","wait, do you know if wesleys in town? i bet she does hella drugs!"
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,i luv u soo much u donåõt understand how special u r 2 me ring u 2morrow luv u xxx
ham,Must come later.. I normally bathe him in da afternoon mah..,must come later.. i normally bathe him in da afternoon mah..
ham,When you came to hostel.,when you came to hostel.
ham,Are you still playing with gautham?,are you still playing with gautham?
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ok no problem... yup i'm going to sch at 4 if i rem correctly...
ham,Small problem in auction:)punj now asking tiwary,small problem in auction:)punj now asking tiwary
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,When i have stuff to sell i.ll tell you,when i have stuff to sell i.ll tell you
ham,"It'll be tough, but I'll do what I have to","it'll be tough, but i'll do what i have to"
ham,"Goodmorning, today i am late for 1hr.","goodmorning, today i am late for 1hr."
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","hello darling how are you today? i would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,1's reach home call me.,1's reach home call me.
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago","thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago"
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,thanks for your subscription to ringtone uk your mobile will be charged å£5/month please confirm by replying yes or no. if you reply no you will not be charged
ham,Shall i ask one thing if you dont mistake me.,shall i ask one thing if you dont mistake me.
ham,say thanks2. ,say thanks2.
ham,I havent lei.. Next mon can?,i havent lei.. next mon can?
ham,* You gonna ring this weekend or wot?,* you gonna ring this weekend or wot?
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too","i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too"
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!","all done, all handed in. don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved! just opened my email and he's sent me another batch! isn't he a sweetie
ham,I am 6 ft. We will be a good combination!,i am 6 ft. we will be a good combination!
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,<forwarded from <PHONE>>please call <PHONE> immediately as there is an urgent message waiting for you.
ham,Sent me de webadres for geting salary slip,sent me de webadres for geting salary slip
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies","by march ending, i should be ready. but will call you for sure. the problem is that my capital never complete. how far with you. how's work and the ladies"
ham,ÌÏ all write or wat..,ìï all write or wat..
